time,seconds_elapsed,z,y,x
1727089233893899500,0.1688994140625,-0.014024999924004078,0.0015124999918043613,-0.0002749999985098839
1727089233988527600,0.263527587890625,-0.012787500396370888,0.0015124999918043613,-0.0002749999985098839
1727089234083155700,0.35815576171875,-0.014024999924004078,0.002749999985098839,-0.0002749999985098839
1727089234177783800,0.45278369140625,-0.014024999924004078,0.002749999985098839,0.0009624999947845936
1727089234272412000,0.547411865234375,-0.014024999924004078,0.002749999985098839,0.0009624999947845936
1727089234367040300,0.642040283203125,-0.012787500396370888,0.0015124999918043613,0.0009624999947845936
1727089234461668400,0.73666845703125,-0.014024999924004078,0.0015124999918043613,0.0009624999947845936
1727089234556296700,0.831296630859375,-0.010312499478459358,0.0015124999918043613,-0.0002749999985098839
1727089234650924500,0.925924560546875,-0.014024999924004078,0.002749999985098839,0.0009624999947845936
1727089234745552600,1.020552734375,-0.010312499478459358,0.006462499964982271,-0.002749999985098839
1727089234840180500,1.115180419921875,0.060499999672174454,0.006462499964982271,-0.0015124999918043613
1727089234934808600,1.20980859375,-0.012787500396370888,0.005224999971687794,-0.0002749999985098839
1727089235029436400,1.3044365234375,0.029975000768899918,0.006462499964982271,-0.0015124999918043613
1727089235124064500,1.399064453125,0.016499999910593033,0.005224999971687794,-0.0002749999985098839
1727089235218692400,1.4936923828125,-0.011549999937415123,0.0028874999843537807,-0.0002749999985098839
1727089235313320200,1.5883203125,-0.03355000168085098,0.005362499970942736,0.0009624999947845936
1727089235407948000,1.682947998046875,-0.006737499963492155,0.0016499999910593033,0.0009624999947845936
1727089235502575600,1.77757568359375,0.031212499365210533,0.0028874999843537807,-0.0015124999918043613
1727089235597203500,1.872203369140625,-0.006737499963492155,0.008937500417232513,-0.0002749999985098839
1727089235691831000,1.9668310546875,-0.0518375001847744,-0.010587500408291817,0.0034374999813735485
1727089235786459000,2.061458984375,-0.014024999924004078,0.010174999944865704,0.004674999974668026
1727089235881086500,2.15608642578125,-0.012787500396370888,-0.0032999999821186066,-0.0002749999985098839
1727089235975714300,2.25071435546875,0.05678749829530716,0.012649999931454659,-0.002749999985098839
1727089236070342000,2.345341796875,0.031212499365210533,0.040699999779462814,-0.025987500324845314
1727089236164969200,2.43996923828125,-0.04331250116229057,0.018699999898672104,0.0057749999687075615
1727089236259597000,2.53459716796875,0.06544999778270721,0.015124999918043613,0.0057749999687075615
1727089236354224600,2.629224609375,-0.04207500070333481,0.007562499959021807,0.007012499962002039
1727089236448852000,2.72385205078125,-0.03726249933242798,0.002749999985098839,0.002062499988824129
1727089236543479600,2.8184794921875,-0.029975000768899918,-0.0009624999947845936,0.007012499962002039
1727089236638107100,2.913107177734375,-0.0030249999836087227,-0.002199999988079071,0.002062499988824129
1727089236732734500,3.007734375,-0.006737499963492155,-0.011962499469518661,0.002062499988824129
1727089236827361800,3.10236181640625,0.04702499881386757,0.01484999991953373,-0.002749999985098839
1727089236921989400,3.1969892578125,0.04455000162124634,0.0002749999985098839,0.009487500414252281
1727089237016616700,3.29161669921875,0.03244999796152115,-0.0034374999813735485,0.004537499975413084
1727089237111244000,3.386244140625,0.02502499893307686,0.0015124999918043613,-0.007699999958276749
1727089237205871000,3.48087109375,0.010449999943375587,0.0015124999918043613,0.004537499975413084
1727089237300498400,3.57549853515625,-0.014024999924004078,0.0015124999918043613,0.008249999955296516
1727089237395125800,3.670125732421875,-0.011549999937415123,-0.008249999955296516,0.008249999955296516
1727089237489752800,3.7647529296875,-0.018975000828504562,0.0015124999918043613,0.008249999955296516
1727089237584380400,3.85938037109375,-0.012787500396370888,0.010037500411272049,0.007012499962002039
1727089237679007500,3.954007568359375,0.03355000168085098,0.005224999971687794,0.007012499962002039
1727089237773634600,4.048634521484375,0.007974999956786633,0.003987499978393316,0.002062499988824129
1727089237868261600,4.14326171875,-0.005499999970197678,0.005224999971687794,0.009349999949336052
1727089237962889000,4.237888916015625,0.007974999956786633,0.003987499978393316,0.013062499463558197
1727089238057516000,4.33251611328125,-0.028737500309944153,0.021037500351667404,-0.0004124999977648258
1727089238152143000,4.42714306640625,-0.06778749823570251,0.0015124999918043613,0.0008249999955296516
1727089238246770000,4.52177001953125,-0.023787500336766243,0.005224999971687794,0.0032999999821186066
1727089238341397000,4.61639697265625,-0.0005499999970197678,-0.0057749999687075615,0.0032999999821186066
1727089238436024000,4.711024169921875,-0.007974999956786633,0.007699999958276749,0.002062499988824129
1727089238530651000,4.80565087890625,-0.009212499484419823,0.0015124999918043613,0.002062499988824129
1727089238625278000,4.90027783203125,0.0005499999970197678,-0.013062499463558197,0.0032999999821186066
1727089238719904800,4.99490478515625,0.09226249903440475,-0.0008249999955296516,-0.0004124999977648258
1727089238814531600,5.089531494140625,-0.012787500396370888,0.0004124999977648258,0.0008249999955296516
1727089238909158400,5.184158447265625,-0.012787500396370888,0.0016499999910593033,0.0008249999955296516
1727089239003785200,5.27878515625,-0.014024999924004078,0.0016499999910593033,0.0008249999955296516
1727089239098412300,5.373412353515625,-0.014024999924004078,0.0004124999977648258,-0.0004124999977648258
1727089239193039000,5.4680390625,-0.012787500396370888,0.0016499999910593033,0.0008249999955296516
1727089239287665700,5.562665771484375,-0.014024999924004078,0.0004124999977648258,0.0008249999955296516
1727089239382292500,5.65729248046875,-0.014024999924004078,0.002749999985098839,0.0008249999955296516
1727089239476919000,5.7519189453125,-0.012787500396370888,0.0016499999910593033,0.0008249999955296516
1727089239571545900,5.8465458984375,-0.014024999924004078,0.0004124999977648258,-0.0004124999977648258
1727089239666172700,5.941172607421875,-0.014024999924004078,-0.0057749999687075615,-0.0028874999843537807
1727089239760799000,6.035799072265625,0.14231249690055847,0.0016499999910593033,-0.0004124999977648258
1727089239855425800,6.13042578125,-0.02502499893307686,0.006462499964982271,0.002062499988824129
1727089239950052400,6.22505224609375,-0.11783749610185623,0.0016499999910593033,-0.0016499999910593033
1727089240044678700,6.3196787109375,-0.6347000002861023,-0.014299999922513962,-0.006462499964982271
1727089240139305500,6.414305419921875,-1.4862375259399414,-0.05335000157356262,-0.015124999918043613
1727089240233932000,6.50893212890625,-2.0421500205993652,-0.0826374962925911,-0.016224998980760574
1727089240328558300,6.603558349609375,-2.122725009918213,-0.04963750019669533,-0.018699999898672104
1727089240423185000,6.698184814453125,-2.2277750968933105,-0.06435000151395798,-0.023649999871850014
1727089240517811200,6.792811279296875,-2.193537473678589,-0.05706249922513962,-0.01993750035762787
1727089240612437800,6.887437744140625,-1.8673875331878662,-0.05939999967813492,-0.018699999898672104
1727089240707064300,6.982064208984375,-1.686574935913086,-0.04235000163316727,-0.02488750033080578
1727089240801690600,7.076690673828125,-1.3309999704360962,-0.030112499371170998,-0.012649999931454659
1727089240896317200,7.171317138671875,-0.8533250093460083,-0.023924998939037323,-0.007699999958276749
1727089240990943200,7.265943115234375,-0.7458000183105469,-0.03135000169277191,-0.011412499472498894
1727089241085569800,7.36056982421875,-0.30607500672340393,0.008937500417232513,0.004537499975413084
1727089241180196000,7.455196044921875,-0.010449999943375587,-0.004399999976158142,-0.0016499999910593033
1727089241274822100,7.549822265625,-0.0006874999962747097,0.006599999964237213,0.002062499988824129
1727089241369448700,7.64444873046875,0.03478749841451645,0.0028874999843537807,-0.0004124999977648258
1727089241464074800,7.73907470703125,-0.014024999924004078,0.006599999964237213,0.0056374999694526196
1727089241558701000,7.833701171875,-0.014024999924004078,0.0016499999910593033,-0.0004124999977648258
1727089241653327000,7.9283271484375,-0.014024999924004078,0.0016499999910593033,-0.0004124999977648258
1727089241747953200,8.022953125,0.26455000042915344,0.0016499999910593033,-0.0028874999843537807
1727089241842579500,8.117579345703126,-0.012787500396370888,-0.0019249999895691872,-0.0004124999977648258
1727089241937205500,8.21220556640625,-0.012787500396370888,0.0016499999910593033,0.0008249999955296516
1727089242031831800,8.306831787109376,0.07383749634027481,0.0016499999910593033,0.0008249999955296516
1727089242126457900,8.401457763671875,0.06902500241994858,0.0016499999910593033,0.006874999962747097
1727089242221084000,8.496083984375,0.05431250110268593,0.03712499886751175,0.019112499430775642
1727089242315710000,8.5907099609375,0.03355000168085098,0.018837500363588333,0.015399999916553497
1727089242410336000,8.6853359375,-0.011687500402331352,-0.03368749842047691,-0.008937500417232513
1727089242504962000,8.779962158203125,-0.07273750007152557,0.02736249938607216,0.008112499490380287
1727089242599588000,8.874588134765625,-0.06778749823570251,-0.0056374999694526196,-0.005362499970942736
1727089242694214000,8.9692138671875,-0.022687500342726707,-0.0471624992787838,-0.015124999918043613
1727089242788839700,9.063839599609375,-0.06544999778270721,-0.012924999929964542,-0.010174999944865704
1727089242883465700,9.1584658203125,-0.05444999784231186,0.022549999877810478,0.002062499988824129
1727089242978091800,9.253091796875,-0.045787498354911804,-0.0006874999962747097,0.004399999976158142
1727089243072717600,9.347717529296874,-0.04455000162124634,-0.020212499424815178,-0.007837500423192978
1727089243167343400,9.44234326171875,-0.027499999850988388,0.022549999877810478,-0.004124999977648258
